"Nid","Accordion Section"
"1501","<h2>Questions about America's Variety?</h2>
<h3>How it Works</h3>
<div class=""accordion1"">
<h3>How do we raise money?</h3>
<div>
<p>Your group profits when your participants sell <i>America's Variety</i> candy bars to their friends and family.</p></div>
<h3>How do we pay?</h3>
<div>
<p>Since product is ordered up front, you have the following payment options:
</p><ul>
<li><strong>Purchase order</strong>: If you’re a public school, you can order <i>America's Variety</i> without having to pay up front.  A purchase order is a legally binding document between us and your group. Payment is due within 15 days of receipt of product. This gives you time to collect enough money to pay your bill. You then keep the rest as profit. <a title=""Opens in new window"" href=""/contact/purchase-order-form"" target=""_blank"">Go to purchase order form</a></li>
<li><strong>Credit card</strong>: Use our secure checkout process to pay for your product up front. We accept VISA, MasterCard, American Express, or Discover. Select our 'Add to cart' button at the top of the page to get started.</li>
<li><strong>Check</strong>: Mail in your payment. Your product will ship once your  check clears. We accept a personal check, money order, or cashier’s check. Submit our <a title=""Opens in new window"" href=""/contact/payment-form"" target=""_blank"">payment form</a> and we’ll email you an invoice along with our mailing address.</li>
</ul>
<p>Order <i>America's Variety</i> bars at a discounted price and then sell them at full retail. The difference is your profit.</p></div>
<h3>Do you offer pricing discounts?</h3>
<div>
<p>Yes we offer volume discounts. For more information see our 'Case Pricing' table at the top of the page.</p></div>
<h3>How soon can we start?</h3>
<div>
<p><i>America's Variety</i> orders deliver within 3-7 business days.</p></div>
<h3>How long is the fundraiser?</h3>
<div>
<p>We recommend giving your sellers 1 week to sell their product allocation and turn in the money.</p>
<p><strong>TIP</strong>: To ensure timely and accurate money turn-in, use a <a title=""Opens in new window"" href=""/resources/fundraiser-sales-tracking-sheet"" target=""_blank"">tracking sheet</a>.</p></div>
<h3>How much should I order?</h3>
<div>
<p>The size of your order depends on the number of participants in your group and how many items you want them to sell. Since <i>America's Variety</i> orders ship 4 inner carriers to the case, consider issuing 1 carrier to each seller.</p>
<p>To determine how many cases to order, divide the number of participants in your group by 4. Round up to the next case number if needed.</p>
<p>You can also use our ‘Profit Calculator’ at the top of the page.</p></div>
<h3>Do you take back unsold product?</h3>
<div>
<p>We do not accept returns. Our goal is to maintain the same high level of product freshness for every customer. The USDA also has very strict guidelines that we must adhere to.</p>
<p><strong>TIP</strong>: Consider issuing unsold candy bars to participants who volunteer to sell them in exchange for a portion of the profit.</p></div>
<h3>Can participants earn prizes?</h3>
<div>
<p>We don’t offer any prize programs with our <i>America's Variety</i> candy bar fundraiser.</p></div>
</div>"
"1501","<h3>Product Information</h3>
<div class=""accordion1"">
<h3>How much do they sell for?</h3>
<div>
<p>We suggest selling <i>America's Variety</i> bars for $1.00 each.</p></div>
<h3>How many units per case?</h3>
<div>
<p>240. Each case contains 4 inner carriers of 60.</p></div>
<h3>What size are the candy bars?</h3>
<div>
<p>1.5 oz each.</p></div>
<h3>How long do they stay fresh?</h3>
<div>
<p>Unopened, candy bars have a 18 month shelf life.</p></div>
<h3>Why peanut-free candy bars?</h3>
<div>
<p>Unfortunately,  peanut and nut allergies are common. Severe allergic reactions and the potential life-threatening risks are all too common. In response, school districts across the country are starting to enforce peanut-free policies.</p>
<p>Those who are allergic should avoid foods containing peanut and peanut byproducts.  This includes anything with a warning that it “may contain” or “may contain traces of” peanut. Only products  manufactured in a peanut-free facility can carry a “peanut free” label.</p></div>
</div>"
"1501","<h3>Making Sales</h3>
<div class=""accordion1"">
<h3>Is there a minimum order?</h3>
<div>
<p>There is a 1 case minimum order requirement.</p></div>
<h3>How much money can we make?</h3>
<div>
<p>Estimating your profit is easy. Consider the following example.</p>
<p>A sponsor with 27 participants wants everyone to sell 1 inner carrier each (60 units):<br />
</p><blockquote>27 participants x 1 carrier / participant = 27 carriers
<p>27 carriers x 60 units / carrier = 1,620 units</p>
<p>1,620 units  x $1.00 / unit = $1,620.00 gross sales</p>
<p>$1,620.00 x 40% profit = <strong>$648.00 profit</strong></p></blockquote>
<p>The profit would be 40% because you would need to order 7 cases (Volume discounts apply):<br />
</p><blockquote>27 participants x 1 carrier / participant = 27 carriers
<p>27 carriers ÷ 4 carriers / case = 6.75 cases (Round up)</p>
</blockquote>
<p><strong>QUICK TIP:</strong> Enter your group size and participant goal into our ‘Profit Calculator’ located in the top right sidebar.</p></div>
</div>"
"1501","<h3>Shipping</h3>
<div class=""accordion1"">
<h3>How soon do we receive our order?</h3>
<div>
<p>3-7 business days.</p></div>
<h3>Where do orders ship to?</h3>
<div>
<p><i>America's Variety</i> ships out of various warehouses around the country to all lower 48 states.</p></div>
<h3>How is our order packed?</h3>
<div>
<p>Orders ship by the case.</p></div>
<h3>Is there a shipping fee?</h3>
<div>
<p>All orders ship for free. You also receive free shipping on any reorders.</p></div>
</div>"
"1252",""
"1128","<h2>Questions about Lolliball lollipops?</h2>
<h3>How it Works</h3>
<div class=""accordion1"">
<h3>How do we raise money?</h3>
<div>
<p>Your group profits when your participants sell <i>Lolliball</i> lollipops to their friends and family.</p></div>
<h3>How do we pay?</h3>
<div>
<p>Since product is ordered up front, you have the following payment options:
</p><ul>
<li><strong>Purchase order</strong>: If you’re a public school, you can order <i>Lolliball</i> lollipops without having to pay up front.  A purchase order is a legally binding document between us and your group. Payment is due within 15 days of receipt of product. This gives you time to collect enough money to pay your bill. You then keep the rest as profit. <a title=""Opens in new window"" href=""/contact/purchase-order-form"" target=""_blank"">Go to purchase order form</a></li>
<li><strong>Credit card</strong>: Use our secure checkout process to pay for your product up front. We accept VISA, MasterCard, American Express, or Discover. Select our 'Add to cart' button at the top of the page to get started.</li>
<li><strong>Check</strong>: Mail in your payment. Your product will ship once your check clears. We accept a personal check, money order, or cashier’s check. Submit our <a title=""Opens in new window"" href=""/contact/payment-form"" target=""_blank"">payment form</a> and we’ll email you an invoice along with our mailing address.</li>
</ul>
<p>Order <i>Lolliball</i> lollipops at a discounted price and then sell them at full retail. The difference is your profit.</p></div>
<h3>Do you offer pricing discounts?</h3>
<div>
<p>Yes we offer volume discounts. For more information see our 'Case Pricing' table at the top of the page.</p></div>
<h3>How soon can we start?</h3>
<div>
<p><i>Lolliball</i> lollipop orders deliver within 3-7 business days.</p></div>
<h3>How long is the fundraiser?</h3>
<div>
<p>We recommend giving your sellers 1 week to sell their product allocation and turn in the money.</p>
<p><strong>TIP</strong>: To ensure timely and accurate money turn-in, use a <a title=""Opens in new window"" href=""/resources/fundraiser-sales-tracking-sheet"" target=""_blank"">tracking sheet</a>.</p></div>
<h3>How much should I order?</h3>
<div>
<p>The size of your order depends on the number of participants in your group and how many items you want them to sell. Since <i>Lolliball</i> lollipop orders ship 16 inner bags to the case, consider issuing 1 bag to each seller.</p>
<p>To determine how many cases to order, divide the number of participants in your group by 16. Round up to the next case number if needed.</p>
<p>You can also use our ‘Profit Calculator’ at the top of the page.</p></div>
<h3>Do you take back unsold product?</h3>
<div>
<p>We do not accept returns. Our goal is to maintain the same high level of product freshness for every customer. The USDA also has very strict guidelines that we must adhere to.</p>
<p><strong>TIP</strong>: Consider issuing unsold lollipops to participants who volunteer to sell them in exchange for a portion of the profit.</p></div>
<h3>Can participants earn prizes?</h3>
<div>
<p>We don’t offer any prize programs with our <i>Lolliball</i> lollipop fundraiser.</p></div>
</div>"
"1128","<h3>Product Information</h3>
<div class=""accordion1"">
<h3>How much do they sell for?</h3>
<div>
<p>We suggest selling our lollipops for 75¢ each.</p></div>
<h3>How many units per case?</h3>
<div>
<p>640. Each case contains 16 inner bags of 40.</p></div>
<h3>What size are the lollipops?</h3>
<div>
<p>1.0 oz each.</p></div>
<h3>Can we choose our flavors?</h3>
<div>
<p>No. All flavors are preselected and cases cannot be broken up.</p></div>
<h3>How long do lollipops last?</h3>
<div>
<p><i>Lolliball</i> lollipops have a one-year shelf life when stored at 65-75 degrees Fahrenheit.</p></div>
<h3>Are Lollipops gluten free?</h3>
<div>
<p>Our lollipops do not contain gluten, nuts, milk, shellfish or eggs.</p></div>
</div>"
"1128","<h3>Making Sales</h3>
<div class=""accordion1"">
<h3>Is there a minimum order?</h3>
<div>
<p>There is a 1 case minimum order requirement.</p></div>
<h3>How much money can we make?</h3>
<div>
<p>Estimating your profit is easy. Consider the following example.</p>
<p>A sponsor with 54 participants wants everyone to sell 2 bags each (16 units / bag):<br />
</p><blockquote>54 participants x 2 bag / participant = 108 bags
<p>108 bags x 16 units / bag = 1,728 units</p>
<p>1,728 units  x 75¢ / unit = $1,296.00 gross sales</p>
<p>$1,296.00 x 55% profit = <strong>$712.80 profit</strong></p></blockquote>
<p>The profit would be 55% because you would need to order 7 cases (Volume discounts apply):<br />
</p><blockquote>54 participants x 2 bags / participant = 108 bags
<p>108 bags ÷ 16 bags / case = 6.75 cases (Round up)</p>
</blockquote>
<p><strong>QUICK TIP:</strong> Enter your group size and participant goal into our ‘Profit Calculator’ located in the top right sidebar.</p></div>
</div>"
"1128","<h3>Shipping</h3>
<div class=""accordion1"">
<h3>How soon do we receive our order?</h3>
<div>
<p>3-7 business days.</p></div>
<h3>Where do orders ship to?</h3>
<div>
<p><i>Lolliball</i> lollipops ship out of our California warehouse to all lower 48 states.</p></div>
<h3>How is our order packed?</h3>
<div>
<p>Orders ship by the case.</p></div>
<h3>Is there a shipping fee?</h3>
<div>
<p>All orders ship for free. You also receive free shipping on any reorders.</p></div>
</div>"
"1107","<h2>Questions about Color Xploder lollipops?</h2>
<h3>How it Works</h3>
<div class=""accordion1"">
<h3>How do we raise money?</h3>
<div>
<p>Your group profits when your participants sell <i>Color Xploder</i> lollipops to their friends and family.</p></div>
<h3>How do we pay?</h3>
<div>
<p>Since product is ordered up front, you have the following payment options:
</p><ul>
<li><strong>Purchase order</strong>: If you’re a public school, you can order <i>Color Xploder</i> lollipops without having to pay up front.  A purchase order is a legally binding document between us and your group. Payment is due within 15 days of receipt of product. This gives you time to collect enough money to pay your bill. You then keep the rest as profit. <a title=""Opens in new window"" href=""/contact/purchase-order-form"" target=""_blank"">Go to purchase order form</a></li>
<li><strong>Credit card</strong>: Use our secure checkout process to pay for your product up front. We accept VISA, MasterCard, American Express, or Discover. Select our 'Add to cart' button at the top of the page to get started.</li>
<li><strong>Check</strong>: Mail in your payment. Your product will ship once your check clears. We accept a personal check, money order, or cashier’s check. Submit our <a title=""Opens in new window"" href=""/contact/payment-form"" target=""_blank"">payment form</a> and we’ll email you an invoice along with our mailing address.</li>
</ul>
<p>Order <i>Color Xploder</i> lollipops at a discounted price and then sell them at full retail. The difference is your profit.</p></div>
<h3>Do you offer pricing discounts?</h3>
<div>
<p>Yes we offer volume discounts. For more information see our 'Case Pricing' table at the top of the page.</p></div>
<h3>How soon can we start?</h3>
<div>
<p><i>Color Xploder</i> lollipop orders deliver within 3-7 business days.</p></div>
<h3>How long is the fundraiser?</h3>
<div>
<p>We recommend giving your sellers 1 week to sell their product allocation and turn in the money.</p>
<p><strong>TIP</strong>: To ensure timely and accurate money turn-in, use a <a title=""Opens in new window"" href=""/resources/fundraiser-sales-tracking-sheet"" target=""_blank"">tracking sheet</a>.</p></div>
<h3>How much should I order?</h3>
<div>
<p>The size of your order depends on the number of participants in your group and how many items you want them to sell. Since <i>Color Xploder</i> lollipop orders ship 16 inner bags to the case, consider issuing 1 bag to each seller.</p>
<p>To determine how many cases to order, divide the number of participants in your group by 16. Round up to the next case number if needed.</p>
<p>You can also use our ‘Profit Calculator’ at the top of the page.</p></div>
<h3>Do you take back unsold product?</h3>
<div>
<p>We do not accept returns. Our goal is to maintain the same high level of product freshness for every customer. The USDA also has very strict guidelines that we must adhere to.</p>
<p><strong>TIP</strong>: Consider issuing unsold lollipops to participants who volunteer to sell them in exchange for a portion of the profit.</p></div>
<h3>Can participants earn prizes?</h3>
<div>
<p>We don’t offer any prize programs with our <i>Color Xploder</i> lollipop fundraiser.</p></div>
</div>"
